id,title,gender,origin_id,meaning,used_in,additional_info
2481,Paola,Girl,27,Small; humble,"English, Italian and Spanish speaking countries",
2482,Paris,Both,21,N/A,English speaking countries,"In Homer's epic poem ""The Iliad"", Paris was the Trojan Prince whose vanity caused the start of the Trojan war and the eventual downfall of his city.  In Shakespeare's play ""Romeo and Juliet"", Paris was the man the Capulet's wanted Juliet to marry.  Paris"
2483,Parker,Both,15,Gamekeeper of a park,English speaking countries,
2484,Pat,Both,27,Patrician,English speaking countries,Nickname for Pat- names on either gender.
2485,Patience,Girl,15,Patience,English speaking countries,"From the Latin 'pati' (to suffer).<br />
<br />
Patience is another name for the card game Solitaire."
2486,Patrice,Both,27,A patrician,English and French speaking countries,A form of both Patricius and Patricia. Used for boys in France but for girls in the English-speaking world.
2487,Patricia,Girl,27,A patrician,English speaking countries,"The 1990 census placed Patricia as the 2nd most popular name in USA, accounting for just over 1% of all girls' names. Patricia peaked between the 1930s and mid-1960s when it was in the top 10. <br />
<br />
There are several actresses named Patricia, in"
2488,Patrick,Boy,27,Patrician,English and Gaelic speaking countries,"St Patrick  is the patron saint of Ireland.<br />
<br />
 Notable bearers include actor Patrick Stewart, French football or soccer player Patrick Vieira, 'Dr Who' actor Patrick Troughton, astronomer Patrick Moore and actor Patrick Dempsey."
2489,Paul,Boy,27,Small; humble,"Dutch, English, French and German speaking countries","St Paul was an early Christian missionary. Originally a persecutor of Christians named Saul, who witnessed the stoning of Stephen, he was converted whilst on the road to Damascus, prompting a name change. Paul travelled throughout the Mediterranean teachi"
2490,Paula,Girl,27,Small; humble,"English, Polish and Spanish speaking countries","Recently popular in Poland.<br />
<br />
St Paula was a follower of St Jerome. Paula Abdul is an American singer and judge on the show 'American Idol'. Paula Radcliffe is a British runner, the current holder of the women's marathon world record. Paula Y"
2491,Paulina,Girl,27,Small; humble,"English, Italian, Polish and Spanish speaking countries",
2492,Pauline,Girl,27,Small; humble,English and French speaking countries,"The French name Pauline has a double etymology. It is a diminutive form of Paule, the feminine form of Paul, but it may also be derived from the Roman family name Paulinus.<br />
<br />
In literature Pauline appears in Noel Streatfeild's classic childre"
2493,Pavel,Boy,27,Small; humble,"Bulgarian, Czech, English and Russian speaking countries",
2494,Paxton,Boy,15,Settlement of Poecc,English speaking countries,
2495,Payton,Both,15,Settlement of Pœga,English speaking countries,
2496,Pearl,Girl,15,Pearl,English speaking countries,"Pearl is also a surname, and was used with some frequency on boys in the early twentieth century.  Its use as a masculine name faded as Pearl grew in popularity as a feminine name.<br />
<br />
In Nathaniel Hawthorne's ""The Scarlet Letter"" protagonist H"
2497,Pedro,Boy,21,Stone,"English, Portuguese and Spanish speaking countries","Pedro was the name of five kings of Portugal and five kings of Aragon (in north-east Spain).<br />
<br />
Don Pedro is the Prince of Aragon in William Shakespeare's 'Much Ado about Nothing'.<br />
<br />
Pedro Almodóvar is a Spanish film director. <br"
2498,Peggy,Girl,21,Pearl,English speaking countries,"It was common in the Middle Ages to exchange Ps for Ms in nicknames.  Thus Margaret or ""Meg"" was transformed into ""Peg"" or ""Peggy.""  The same exchange can be seen with Polly, a common nickname for Mary (via ""Molly."")"
2499,Penelope,Girl,21,Weaver; duck,English speaking countries,"In Greek mythology, Penelope was the wife of Odysseus who waited for him to return to her for twenty years.  She avoided remarriage by claiming she would not remarry until she had completed her father-in-law's funeral shroud; every night, she unraveled pa"
2500,Penny,Girl,21,Weaver; duck,English speaking countries,
2501,Percy,Boy,17,Pierce valley,English speaking countries,From medieval times this was a nickname for Piers or Percival. It is also a surname ultimately derived from the Gallo-Roman name Persius.
2502,Perla,Girl,25,Pearl,"English, Italian and Spanish speaking countries",
2503,Perry,Boy,27,"Foreigner, stranger",English speaking countries,
2504,Pete,Boy,21,Stone,English speaking countries,
2505,Peter,Boy,21,Stone,"Dutch, English, German and Hungarian speaking countries","St Peter was one of the twelve disciples of Jesus, and became the first pope of the Church. Peter's original name was Simon, but it was changed by Jesus to the Aramaic name Cephas (rock). Peter is the Greek equivalent of Cephas.<br />
<br />
The first R"
2506,Petey,Boy,21,Stone,English speaking countries,
2507,Petra,Girl,21,Stone,English speaking countries,
2508,Peyton,Boy,15,Settlement of Pœga,English speaking countries,
2509,Phil,Boy,21,Lover of horses,English speaking countries,Nickname for Phil- names.
2510,Philip,Boy,21,Lover of horses,English speaking countries,"Anglicised version of the Greek name Philippos.<br />
<br />
St Philip was one of the twelve disciples. <br />
<br />
Philip has long been used as a name in the ruling classes, from the Kings of Macedon (Philip II was the father of Alexander the Great"
2511,Phillip,Boy,21,Lover of horses,English speaking countries,Variant spelling of Philip.
2512,Phoebe,Girl,21,Bright; moon,English speaking countries,"In Greek mythology Phoebe was the Titan mother of Leto, who was in turn mother of Apollo and Artemis. In popular culture Phoebe is a character from the popular sitcom Friends."
2513,Phoenix,Both,21,Phoenix; deep red,English speaking countries,"A phoenix is a mythical bird with a colorful plumage and a tail of gold and scarlet (or purple, blue, and green according to some legends). It has a 500 to 1,000 year life-cycle, near the end of which it builds itself a nest of twigs that then ignites; bo"
2514,Phylicia,Girl,21,Foliage,English speaking countries,
2515,Phyllis,Girl,21,Foliage,"English, German and Greek speaking countries",
2516,Pierce,Boy,21,Stone,English speaking countries,"To pierce something is to make a hole in something or to penetrate it.<br />
<br />
Pierce Brosnan is an actor, most famous for playing James Bond. Franklin Pierce was the 14th American President."
2517,Pierre,Boy,21,Stone,English and French speaking countries,
2518,Piper,Both,15,A pipe player,English speaking countries,
2519,Poppy,Girl,15,Poppy flower,English speaking countries,
2520,Porsche,Girl,27,Pig,English speaking countries,
2521,Porsha,Girl,27,Pig,English speaking countries,Phonetic spelling of Portia.
2522,Porter,Boy,27,One who carries goods; gatekeeper,English speaking countries,
2523,Portia,Girl,27,Pig,English speaking countries,
2524,Prabhjot,Boy,37,Lord's light,English and Hindi speaking countries,
2525,Prabhnoor,Girl,37,The ultimate light of God,English and Hindi speaking countries,
2526,Precious,Girl,15,Loved; highly valued,English speaking countries,
2527,Presley,Boy,15,Priest clearing,English speaking countries,"Elvis Presley was an American musician and actor, also known as 'The King'. Since his death in 1977, his home, Graceland, has become a site of pilgrimage for Elvis fans, and there are numerous Elvis tribute acts."
2528,Preston,Boy,15,Priest settlement,English speaking countries,"Preston is a city in Lancashire, England on the River Ribble. It was named Preston either as a result of the lands being owned by York Cathedral, or due to the priory set up by St Wilfrid on the Ribble. <br />
<br />
Preston Burke was the name of a char"
2529,Prince,Boy,15,Royal son,English speaking countries,"""Prince"" is ultimately derived from the Latin ""princeps,"" meaning ""the first.""  Prince is a title used in most royal houses to indicate a son in line for the throne.<br />
<br />
Prince is also the name of an American musician who famously changed his n"
2530,Princess,Girl,15,Royal son,English speaking countries,
2531,Priscila,Girl,27,Ancient,English speaking countries,A spelling variant of Priscilla that has fallen into disuse.
2532,Priscilla,Girl,27,Ancient,English speaking countries,"Priscilla was an early convert to Christianity, she is mentioned in the book of Acts and some of Paul's letters.<br />
<br />
Priscilla Wagner was the wife of Elvis Presley.<br />
<br />
'The Adventures of Priscilla, Queen of the Desert' was a film ab"
2533,Priya,Girl,39,Beloved,English and Hindi speaking countries,"From the Sanskrit meaning ""beloved (of God)""."
2534,Qiana,Girl,27,N/A,English speaking countries,A modern trendy respelling of Kiana.
2535,Qianna,Girl,27,N/A,English speaking countries,Modern trendy respelling of Kiana.
2536,Queen,Girl,15,Female ruler,English speaking countries,
2537,Queenie,Girl,15,Female ruler,English speaking countries,
2538,Quentin,Boy,27,Fifth,English and French speaking countries,Quentin Blake is a British illustrator and author. He is most famous for illustrating Roald Dahl's books. The name is also borne by film director Quentin Tarantino.
2539,Quiana,Girl,27,N/A,English speaking countries,
2540,Quill,Boy,18,Descendant of Coll,English and Gaelic speaking countries,
2541,Quillan,Boy,18,Descendant of Coll,English speaking countries,
2542,Quin,Girl,27,Fifth,English speaking countries,
2543,Quincy,Boy,27,Fifth,English speaking countries,"Quincy is the middle name of sixth US President, John Quincy Adams. He was named after his great-grandfather, John Quincy, Speaker of the Massachusetts Assembly and militia officer in the Revolutionary War."
2544,Quinlan,Boy,18,Gently-shaped fellow; Perfection of form,English speaking countries,
2545,Quinn,Boy,18,Descendent of Cuinn,English speaking countries,"Famous bearers of Quinn as a surname include actor Anthony Quinn, journalist Kimberley Quinn and various politicians named John Quinn."
2546,Quint,Boy,27,Fifth,English speaking countries,
2547,Quinten,Boy,27,Fifth,English speaking countries,
2548,Quintin,Boy,27,Fifth,English speaking countries,
2549,Quintina,Girl,27,Fifth,English speaking countries,
2550,Quinton,Boy,27,Fifth,English speaking countries,
2551,Quintus,Boy,27,Fifth,English speaking countries,A Roman praenomen (given name).
2552,Rachael,Girl,23,Ewe,English speaking countries,
2553,Rachel,Girl,23,Ewe,English speaking countries,"In the Old Testament of the Bible, Rachel was a wife of Jacob and the mother of Joseph and Benjamin.<br />
<br />
Famous bearers include actresses Rachel Weisz and Rachel McAdams, and artist Rachel Whiteread. Rachel Green was a character on the TV sitco"
2554,Rachelle,Girl,23,Ewe,English speaking countries,
2555,Racquel,Girl,17,Kind,English and French speaking countries,
2556,Rae,Girl,23,Ewe,English speaking countries,A nickname for Rachael or a feminine form of Ray. Possibly also taken from the vocabulary word 'ray' or the Scottish surname (Mac)Rae.
2557,Raegan,Girl,18,Descendent of Riagán,English speaking countries,
2558,Raekwon,Boy,23,N/A,English speaking countries,Completely modern creation who's popularity has been influenced greatly by recording artist Raekwon. No known meaning or  clear etymological lineage.
2559,Raheem,Boy,33,"Merciful, kind, compassionate",Arabic and English speaking countries,
2560,Rahul,Boy,24,Efficient,English and Hindi speaking countries,
2561,Raina,Girl,27,Queen,Bulgarian and English speaking countries,"Variant transcript of Rayna, Bulgarian form of Regina or Radka.<br />
It may also be taken as a feminine form of Rainer; or a variant of Reina."
2562,Rajan,Boy,3,Anticipation,"Arabic, English and Hindi speaking countries",
2563,Rakeem,Boy,20,N/A,English speaking countries,
2564,Ramiro,Boy,20,"Powerful in battle, powerful in army",English and Spanish speaking countries,"Ramiro is ancient and Tuetonic in origin. The surname Ramirez derives from the name Ramiro. The meaning is derivative from Ramiro, a Spanish martial who served under King Leovigild of the Visigoths."
2565,Ramona,Girl,20,Advice; decision + protector,English and Spanish speaking countries,
2566,Ramsey,Boy,15,Wild garlic island,English speaking countries,
2567,Randal,Boy,20,Shield rim,English speaking countries,
2568,Randall,Boy,20,Shield rim,English speaking countries,"Randall Flagg is a fictional character created by Stephen King in his nine part 'Dark Tower' series. <br />
<br />
Randall is commonly found as a surname."
2569,Randell,Boy,20,Shield rim,English speaking countries,
2570,Randi,Girl,20,Counsel; beautiful,"English, Norwegian and Swedish speaking countries","Of Scandanavian origin, a shortened form of an old name from the elements 'regin', and 'frid', meaning 'counsel' and 'beautiful' respectively."
2571,Randolph,Boy,31,"Rim, shield + wolf",English speaking countries,
2572,Randy,Boy,20,Shield rim,English speaking countries,"Randy can be slang for 'sexually aroused', particularly in Britain. <br />
<br />
Famous Randys include composer Randy Newman and musician Randy Jackson."
2573,Raphael,Boy,23,God has healed,English and French speaking countries,"Raphael is traditionally one of the seven archangels. He is mentioned by name in the apocryphal book of Tobit. <br />
<br />
Raphael is also the name used when referring to Renaissance Italian painter Raphael Santi or Sanzio. One of the Teenage Mutant N"
2574,Raquel,Girl,23,Ewe,English speaking countries,
2575,Rashaad,Boy,3,"Wisdom, right guidence",Arabic and English speaking countries,
2576,Rashaan,Boy,3,N/A,English speaking countries,"Although Rashaan gives the appearance of possibly being of Arabic or Punjabi lineage, it is most likely a very modern creation influenced by the sound of Arabic or Punjabi names.  No known meaning for this name can be found, once again pointing to the lik"
2577,Rasheed,Boy,3,Rightly guided,Arabic and English speaking countries,
2578,Raul,Boy,20,Wolf council,English and Spanish speaking countries,
2579,Raven,Both,15,Raven,English speaking countries,
2580,Ray,Boy,20,Advice; decision  protector,English speaking countries,
2581,Raya,Girl,23,Friend,"Bulgarian, English and Hebrew speaking countries","Hebrew female name, meaning ""friend"".<br />
<br />
Raya can also be a pet form of the Bulgarian Rayna.<br />
The Indian title Raya is related to Raja."
2582,Rayan,Boy,33,"Fragrant herb, sweet scented herb",Arabic and English speaking countries,"Rayan actually is a name with many different meanings and associations. It is derivative of the Persian rayhan, but also has a slightly different meaning in Arabic which generally refers to the heavens.  In Islam, Rayan is specifically used to describe th"
2583,Raymond,Boy,20,Advice; decision  protector,English and French speaking countries,"Raymond was the name of seven Counts of Toulouse, up until the 13th century. <br />
<br />
Raymond Poincaré was a French politician, who was President of France during the First World War. Raymond Chandler was an author.<br />
<br />
'Everybody loves"
2584,Raymundo,Boy,42,Advice; decision + protector,English speaking countries,
2585,Rayna,Girl,27,Queen,"Bulgarian, English and Russian speaking countries","Bulgarian form of Regina.<br />
It may also be a feminine form of Rayno, Bulgarian variant of Radko."
2586,Rayne,Girl,17,Queen,English speaking countries,Medieval female personal name (from Old French reine ‘queen').
2587,Rayshawn,Boy,18,N/A,English speaking countries,
2588,Reagan,Both,18,Descendent of Riagán,English speaking countries,"Anglicized form of the Irish surname Ó Ríagáin (""descendent of Riagán""). <br />
The meaning is uncertain. It is likely to be related to rí and thus means ""like a king"", or it may come from ríogach and mean ""impulsive"".<br />
<br />
Ronald Reagan was th"
2589,Reanna,Girl,48,Nymph,English speaking countries,
2590,Rebeca,Girl,23,To tie,"English, Portuguese, Spanish and Welsh speaking countries",
2591,Rebecca,Girl,23,To tie,English speaking countries,"Sometimes touted as meaning 'to tie/to bind' or 'heifer', this name is of doubtful meaning and probably has its roots in Aramaic. The Biblical Rebecca was the wife of Isaac in the Old Testament and the mother of Jacob and Esau.  <br />
<br />
This is al"
2592,Rebekah,Girl,23,To tie,English and Polish speaking countries,This spelling is seen as a more faithful transliteration of the Hebrew.  It is commonly used by the Jewish people of Poland.
2593,Reece,Boy,48,Enthusiasm,English speaking countries,
2594,Reed,Boy,15,Red; reeds; cleared land,English speaking countries,
2595,Reegan,Both,18,N/A,English speaking countries,A variant spelling of Regan.
2596,Reese,Both,48,Enthusiasm,English speaking countries,"A respelling of the masculine Rhys, Reese is commonly used on girls in the United States.  ""Reese"" is also the brand of a very famous peanut-butter candy in the U.S.<br />
<br />
Reese Witherspoon is a popular American actress who has influenced the usa"
2597,Regan,Both,18,N/A,English speaking countries,"In Shakespeare's 'King Lear', Regan is one of King Lear's daughters, who turns against her father once she has been given her inheritance."
2598,Reggie,Boy,20,Ruler with counsel,English speaking countries,
2599,Regina,Girl,27,Queen,English and Polish speaking countries,"This name is very popular in southern Poland.<br />
<br />
Regina was one epithet of the Roman goddess Juno.  It is also the name of a city in Saskatchewan, Canada."
2600,Reginald,Boy,20,Ruler with counsel,English speaking countries,Singer and musician Elton John's birth name was Reginald Dwight.
2601,Reid,Boy,15,Red,English speaking countries,
2602,Reilly,Both,18,"Courageous, valiant",English speaking countries,
2603,Reina,Girl,49,Pure; clean,"English, Japanese and Yiddish speaking countries","Yiddish for ""clean; pure"", Reina is the Yiddish form of Catherine.<br />
<br />
It also means ""queen"" in Spanish.<br />
<br />
As a Japanese name, Reina may be written with the characters for ""summit; peak"" (rei) and ""Nara"" (na) - among other possibil"
2604,Reinaldo,Boy,20,Ruler with counsel,"English, Portuguese and Spanish speaking countries",
2605,Remington,Boy,15,Settlement on the boundary stream,English speaking countries,"Transferred use of the surname, from the place name Rimington in Yorkshire, so called from the old name of the stream on which it stands (Old English Riming ""boundary stream"") with the Old English tun (enclosure, settlement).<br />
<br />
Remington Stee"
2606,Rena,Girl,27,Reborn,English and Japanese speaking countries,"Can also be a nickname for names like Serena.<br />
The Japanese name Rena (pronounced REH nah) may be written with the characters for ""actor"" (re) and ""Nara; what?"" (na)."
2607,Renae,Girl,27,Reborn,English speaking countries,Modern respelling of Renee that enjoyed some popularity during the later part of the 20th century.
2608,Renaldo,Boy,20,Ruler with counsel,"English, Portuguese and Spanish speaking countries",
2609,Renita,Girl,27,Reborn,English speaking countries,
2610,Renzo,Boy,27,Man from Laurentum,English and Italian speaking countries,Short form of Lorenzo.
2611,Reuben,Boy,23,"Behold, a son",English and Hebrew speaking countries,"Reuben is the transliterated and anglicized form of the Hebrew name Re'uven. In the Bible, Reuben is the oldest son of Jacob and Leah and the founder of the tribe of Reuben. <br />
<br />
Reuben is the name of a British alternative rock band. There is a"
2612,Rex,Boy,27,King,English speaking countries,
2613,Rey,Boy,18,Red,English speaking countries,"The Spanish word for king; also taken as a variant of Roy.<br />
<br />
A short form for names starting in Rey- ."
2614,Reyna,Girl,49,Pure; clean,English speaking countries,
2615,Reynaldo,Boy,20,Ruler with counsel,English and Spanish speaking countries,
2616,Rhea,Girl,21,Earth,English speaking countries,"Rhea is the Latin form of the Greek name Rheia. In Greek mythology, Rheia was a Titan, the sister and wife of Chronos, and the mother goddess who gave birth to many of the other major gods and goddesses. The name is most likely a form of 'era' (earth), al"
2617,Rheanna,Girl,48,Nymph,English speaking countries,Modern coinage probably based on the Welsh name Rhiannon.
2618,Rhett,Boy,15,"Advice, counsel",English speaking countries,"Rhett is an aglicized form of a Dutch surname meaning ""advice, counsel"".  Quite notably, it is the name of a character in Margaret Mitchell's ""Gone with the Wind"" and brought to the screen by legendary actor Clark Gable."
2619,Rhianna,Girl,48,Nymph,English speaking countries,
2620,Rhiannon,Girl,48,Nymph,English and Welsh speaking countries,Rhiannon is the goddess of horses in Welsh mythology. Rhiannon is also the title of a Fleetwood Mac song.
2621,Rhonda,Girl,21,Rose; woman from Rhodes,English speaking countries,"A modern coinage formed by blending the name Rhoda and Rhona. However, it is often taken as a Welsh name - 'rhon' (pike, lance) + 'da' (good)."
2622,Rhys,Boy,48,Enthusiasm,English and Welsh speaking countries,"There were two Welsh rulers of note in medieval times named Rhys - Rhys ap Tewdwr and his grandson Rhys ap Gruffyd. The name is also borne by Welsh actor Rhys Ifans.<br />
<br />
 It is a very popular name in Wales - #5 there in 2006."
2623,Ria,Girl,23,Bitter,English and German speaking countries,
2624,Rianna,Girl,48,Nymph,English speaking countries,
2625,Ricardo,Boy,17,Strong power; hardy power,"English, Portuguese and Spanish speaking countries",
2626,Richard,Boy,17,Strong power; hardy power,"Czech, Dutch, English, French and German speaking countries","Richard has always been a very popular name throughout the English-speaking world.  It was first imported to England by the Normans, though it is derived from the Germanic elements ""ric"" (power)  and ""hard"" (strong, hardy).  The original form was probably"
2627,Richelle,Girl,17,Strong power; hardy power,English speaking countries,
2628,Rick,Boy,17,Strong power; hardy power,English speaking countries,"Nickname for Richard, Fredrick or Patrick."
2629,Rickey,Boy,17,Strong power; hardy power,English speaking countries,
2630,Ricki,Both,17,Strong power; hardy power,English speaking countries,
2631,Rickie,Boy,17,Strong power; hardy power,English speaking countries,
2632,Ricky,Boy,17,Strong power; hardy power,English speaking countries,
2633,Rico,Boy,17,Strong power; hardy power,"English, Italian and Spanish speaking countries",Nickname for Ricardo and Federico. In use as a surname as well.
2634,Ridge,Boy,15,Ridge,English speaking countries,"Nature name or noun used as both a given name and a surname, <br />
<br />
Ridge Forrester is a character on the American Soap Opera ""The bold and the Beautiful""."
2635,Rigoberto,Boy,20,"Bright wealth, splendid for his wealth","English, Italian and Spanish speaking countries","Of Tuetonic origin, Rigoberto was the name of a 7th century Archbishop of Rheims, France."
2636,Rihanna,Girl,17,N/A,English speaking countries,"Rihanna is a misspelled version of the name Rhianna.  It appeared on the top 1000 names chart in the U.S. in 2006, no doubt influenced by the popularity of the musical artist Rihanna."
2637,Riley,Both,15,Rye clearing,English speaking countries,"In some cases a transferred use of the English surname, a local name from a place named with Old English ryge (rye) and leah (wood, clearing).<br />
In other cases it probably represents a respelling of the Irish surname Reilly, which is from an old Iris"
2638,Rio,Both,42,River,English and Japanese speaking countries,"Rio is the Spanish vocabulary world for ""river"".<br />
As a Japanese female name, Rio may be written with the characters for ""jasmine"" (ri) and ""center; middle"" (o). Other possibilities include ""jasmine"" (ri) an ""cord; strap; beginning"" (o), as well as """
2639,Rishi,Boy,39,Seer; sage,English and Hindi speaking countries,"A general name for the mind-born sons of Lord Brahma, among whom Vasishtha is the greatest. The Rishis are the first seers of the Vedas and of the Vedic mantras. Also a name for the Sannyasis who have a right or integral vision of the truth."
2640,Rita,Girl,21,Pearl,English and Hindi speaking countries,"Pet form of Margarita, and also a Sanskrit name meaning ""righteous""."
2641,River,Both,15,River,English speaking countries,
2642,Riya,Girl,24,Singer,"English, Hindi and Indonesian speaking countries","Although often times this name is referenced as being Sanskrit in origin, there isn't anything to support that it actually does. It is indian in origin, however, although it's true etymology is very cloudy.<br />
<br />
Riya is one of the many  names of"
2643,Roan,Boy,18,Little red one,English speaking countries,
2644,Robbie,Boy,20,Bright fame,English speaking countries,
2645,Robby,Boy,20,Bright fame,English speaking countries,
2646,Robert,Boy,20,Bright fame,"Czech, Danish, Dutch, English, French, German, Hungarian, Norwegian and Swedish speaking countries","There have been various saints named Robert. St Robert of Molesme was one of the founders of the Cistercian monastic order. St Robert Bellarmine was a Catholic Cardinal, and is one of the Doctors of the Church. <br />
<br />
There were three kings of Sc"
2647,Roberta,Girl,20,Bright fame,English speaking countries,
2648,Roberto,Boy,20,Bright fame,"English, Italian, Portuguese and Spanish speaking countries",Roberto Cavalli is a fashion designer.
2649,Robin,Both,20,Bright fame,English speaking countries,"Robin is a pet form of Robert and has strong literary ties.  Robin Hood is a legendary champion of the poor and Robin is also the name of two character's in Shakespeare's ""A Midsummer Night's Dream"", including the trickster Robin Goodfellow who is also kn"
2650,Robyn,Girl,20,Bright fame,English speaking countries,
2651,Rocco,Boy,20,Battle cry; rest,English and Italian speaking countries,"From the Latinised Rochus; in origin a Germanic name. It could be from either the Gothic 'hrukjan', Old German 'rohôn', 'to shout' - so 'battle cry' or from the Germanic 'hrok' - 'rest'."
2652,Rochelle,Girl,20,Battle cry; rest,English speaking countries,May also be a respelling of Rachelle.
2653,Rocio,Both,42,Covered in dew,English and Spanish speaking countries,"Although this is a traditionally masculine name, it is found in the title of the blessed Virgin Nuestra Señora del Rocio, and is therefore also used for girls.  Nuestra Señora del Rocio means ""Our Lady of the Dew""."
2654,Rocky,Boy,15,"Stone; stoney, craggy",English speaking countries,"Although Rocky could possibly have been adopted as a playful form of the name Rocco, it more than likely is utilized because of its existence as a noun. The name gained popularity as a given name over a nickname when the Sylvester Stallone movie ""Rocky"" c"
2655,Roderick,Boy,20,Famous ruler,English speaking countries,"Roderick is from the Latin Rodericus, which is from the Old High German Hrodrich, a compounding of the elements 'hruod' meaning ""fame"" and 'rik' meaning ""ruler; king"". King Roderick was supposedly the 'last king of the Goths' in the 8th century, but very"
2656,Rodger,Boy,15,Famous spear,English speaking countries,
2657,Rodney,Boy,15,Renown island,English speaking countries,"Transferred use of the surname, from the place name in Somerset, an area of land in the marshes near Markham. <br />
This is first recorded in the form Rodenye; it derives from the genitive case of the Old English personal name Hroda (a short form of the"
2658,Rodolfo,Boy,20,Famous wolf; wolf fame,English and Spanish speaking countries,
2659,Rodrick,Boy,20,Famous ruler,English speaking countries,Variant of Roderick used mainly in the US.
2660,Rodrigo,Boy,20,Famous ruler,"English, Italian, Portuguese and Spanish speaking countries",
2661,Rogelio,Boy,15,Famous spear,English and Spanish speaking countries,Rogelio was the name of a 13th century disciple of Saint Francis.
2662,Roger,Boy,15,Famous spear,English speaking countries,
2663,Rohan,Both,39,"Ascending; healing, medicine",English and Hindi speaking countries,"Rohan is a legitimate Sanskrit name, but in English-speaking countries it is often associated with the Riders of Rohan in Tolkien's fantasy 'The Lord of the Rings'. In 2006 it was the 521st most popular boy's name in the US."
2664,Roisin,Girl,27,Little rose,English and Gaelic speaking countries,"Diminutive form of Róis, the Irish form of Rose."
2665,Roland,Boy,20,Famous country,English and French speaking countries,"From an Old French personal name of Germanic origin, from hrod (fame) and land (land, territory).<br />
This was adopted by the Normans and introduced by them to Britain.<br />
<br />
In Old French literature, it is borne by a legendary Frankish hero,"
2666,Rolando,Boy,20,Famous country,English and Spanish speaking countries,Spanish form of Roland.
2667,Roman,Boy,27,Roman,"Czech, English, Polish and Russian speaking countries","As well as being the word used to describe someone or something from the Italian city of Rome, 'un roman' is the French word for a novel.  <br />
<br />
Famous Romans include film director Roman Polanski, and the Russian owner of Chelsea Football Club R"
2668,Romello,Boy,25,N/A,English speaking countries,"This name appeared in the US top 1000 during the years 1995 and 1996, and it has seen it's share of use, there is no known meaning for the name and the etymological lineage is unclear."
2669,Ron,Both,31,Ruler with counsel,English and Hebrew speaking countries,"As a Hebrew boys' and girls' name, Ron means ""song"" or ""joy; gaiety"". It is best known in English-speaking countries as a short form of boys' name Ronald."
2670,Ronald,Boy,31,Ruler with counsel,English speaking countries,"From the Old norse, composed of the elements meaning ""Advice; decision; the gods"" and ""ruler"".<br />
<br />
Ronald Reagan was President of the United States 1981-9. Ronald McDonald is the clown mascot of restaurant chain McDonald's and Ronald Weasley is"
2671,Ronaldo,Boy,31,Ruler with counsel,English and Portuguese speaking countries,Portuguese form of Ronald.
2672,Ronan,Boy,18,Little seal,English speaking countries,"There have been various St Ronans, including a Celtic bishop who preached in Cornwall and Brittany. The town of Locronan in Brittany is named after him.<br />
<br />
There are several famous Irishmen named Ronan - singers Ronan Keating and Ronan Tynan,"
2673,Ronda,Girl,21,Rose; woman from Rhodes,English speaking countries,
2674,Ronin,Boy,18,Little seal,English speaking countries,"Ronin is a respelling of the name Ronan.  In Japanese feudal history, a ""ronin"" was a serf who abandoned his master's lands.  The term later referred to a samurai who did not have a master (either because his master had died, or because his master had dis"
2675,Ronnie,Boy,31,Ruler with counsel,English speaking countries,
2676,Ronny,Both,31,Ruler with counsel,English speaking countries,"As a boy's name, Ronny comes from the name Ronald and, as a girl's name, Ronny comes from Veronica."
2677,Roosevelt,Boy,14,Field of Roses,English speaking countries,Transferred use of the surname; often given in honour of American presidents Theodore Roosevelt or Franklin D. Roosevelt.
2678,Rory,Both,18,Red king,English speaking countries,"Anglicized form of Ruaidhrí.<br />
<br />
As a girl's name, Rory is a pet form of several names including Aurora or Aurelia. <br />
<br />
Famous male Rorys include comedians Rory Bremner and Rory McGrath, and actors Rory Cochrane and Rory Culkin. Fam"
2679,Rosa,Girl,27,Rose,"Dutch, English, Italian, Portuguese and Spanish speaking countries","Rosa is the Latin name and the name of the genus of the rose plant. <br />
<br />
Rosa Parks was an African-American civil rights leader, who famously refused to give up her seat on a bus to a white passenger. This sparked the Montgomery Bus Boycott, wh"
2680,Rosalie,Girl,27,Rose,English and French speaking countries,"From the Latin and Italian Rosalia, an elaborated form of Rosa.<br />
<br />
Rosalia is also an Ancient festival during which garlands of roses were laid to honor the memory of fallen soldiers."
2681,Rosalinda,Girl,20,"Weak, tender or soft horse","Dutch, English and German speaking countries",
2682,Rosalyn,Girl,20,"Weak, tender or soft horse",English speaking countries,
2683,Rosanna,Girl,27,Rose,English speaking countries,Combination of Rose and Anna.
2684,Rose,Girl,27,Rose,English speaking countries,"The rose (or Latin 'rosa') is a flowering shrub. They come in a variety of different forms such as the hybrid tea, floribunda and damask. Roses are seen as symbols of love and beauty, and are also associated with the Virgin Mary.<br />
<br />
A rose win"
2685,Roseanna,Girl,15,Combination of Rose and Anna,English speaking countries,
2686,Roselyn,Girl,20,"Weak, tender or soft horse",English speaking countries,
2687,Rosemarie,Girl,27,Sea dew,English and German speaking countries,
2688,Rosemary,Girl,27,Sea dew,English speaking countries,"Rosemary is a herb and a member of the mint family. <br />
<br />
'Rosemary's Baby' is a horror novel by Ira Levin. It was made into a film in 1968 by Roman Polanski. Rosemary is the main character of the story.<br />
<br />
Rosemary Clooney was an Am"
